smiles_i,smiles_j,diff
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Nc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,1.2901458740234375
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(N=C(O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,1.403965950012207
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(NC(=O)c2ccc(N)cc2)cc1Nc1nccc(-c2cccnc2)n1,2.130160331726074
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(NC(=O)c2ccc(CCl)cc2)cc1Nc1nccc(-c2cccnc2)n1,1.1421470642089844
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,CN=NNc1ccc(C(O)=Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1C(F)(F)F,-1.2526798248291016
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(N=C(O)c2ccc(N=NN(C)C)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,-1.4445652961730957
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(N=C(O)c2ccc(N=NN(C)CO)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,-1.1813240051269531
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(NC(=O)c2ccc(/N=N/N(C)CCCl)cc2)cc1Nc1nccc(-c2cccnc2)n1,1.5401620864868164
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(N=C(O)c2ccc(CN3CC(N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,-1.4693889617919922
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(N=C(O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,-1.755354881286621
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(N=C(O)c2ccc(CN3CCN(C)CC3)c(Br)c2)cc1Nc1nccc(-c2cccnc2)n1,-1.6206564903259277
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,Cc1ccc(N=C(O)c2ccc(CN3CCN(C)CC3)c(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1,-1.6998376846313477
